Caller Method	Caller Library	setAccessible Called On	Visibility	Callee Name	Field Signature	Callee Library
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenParameter::required	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenOperation::hasProduces	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Constructor	public	io.swagger.models.auth.OAuth2Definition::io.swagger.models.auth.OAuth2Definition()V		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::readWriteVars	java.util.List<io.swagger.codegen.CodegenProperty>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::baseName	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.ModelImpl::getMaximum()Ljava/math/BigDecimal;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.AbstractProperty::getDescription()Ljava/lang/String;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::isDate	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::hasMore	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.AbstractNumericProperty::getMultipleOf()Ljava/math/BigDecimal;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::_enum	java.util.List<java.lang.String>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Swagger::getSecurityDefinitions()Ljava/util/Map;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::isContainer	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenSecurity::isKeyInQuery	java.lang.Boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.parameters.AbstractSerializableParameter::getMinimum()Ljava/math/BigDecimal;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.StringProperty::getMinLength()Ljava/lang/Integer;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::isContainer	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::isNumeric	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::parentVars	java.util.List<io.swagger.codegen.CodegenProperty>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::required	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Swagger::getDefinitions()Ljava/util/Map;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::mandatory	java.util.Set<java.lang.String>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Path::getVendorExtensions()Ljava/util/Map;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Constructor	public	java.util.HashSet::java.util.HashSet(I)V		unknownLib
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.parameters.AbstractSerializableParameter::isUniqueItems()Ljava/lang/Boolean;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenParameter::pattern	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.ArrayModel::getExample()Ljava/lang/Object;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::maxLength	java.lang.Integer	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::isUuid	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::parentModel	io.swagger.codegen.CodegenModel	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.auth.OAuth2Definition::setTokenUrl(Ljava/lang/String;)V		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::discriminatorValue	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::dataFormat	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.PasswordProperty::getMinLength()Ljava/lang/Integer;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::isAlias	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Path::getPatch()Lio/swagger/models/Operation;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.auth.BasicAuthDefinition::setType(Ljava/lang/String;)V		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.BinaryProperty::getMinLength()Ljava/lang/Integer;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::minLength	java.lang.Integer	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::classname	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.ArrayProperty::getMaxItems()Ljava/lang/Integer;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenSecurity::isKeyInHeader	java.lang.Boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Xml::getWrapped()Ljava/lang/Boolean;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::externalDocs	io.swagger.models.ExternalDocs	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.BinaryProperty::getDefault()Ljava/lang/String;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::minItems	java.lang.Integer	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.auth.AbstractSecuritySchemeDefinition::setVendorExtensions(Ljava/util/Map;)V		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.AbstractModel::getProperties()Ljava/util/Map;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::required	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::allowableValues	java.util.Map<java.lang.String, java.lang.Object>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::hasOptional	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.DateProperty::getEnum()Ljava/util/List;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::defaultValue	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::minimum	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::datatype	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Response::getVendorExtensions()Ljava/util/Map;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::example	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.AbstractProperty::getType()Ljava/lang/String;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.BinaryProperty::getEnum()Ljava/util/List;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.parameters.AbstractParameter::getRequired()Z		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenParameter::paramName	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.ArrayModel::getMaxItems()Ljava/lang/Integer;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenOperation::allParams	java.util.List<io.swagger.codegen.CodegenParameter>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.codegen.config.CodegenConfigurator::setArtifactId(Ljava/lang/String;)Lio/swagger/codegen/config/CodegenConfigurator;		io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.codegen.config.CodegenConfigurator::addDynamicProperty(Ljava/lang/String;Ljava/lang/Object;)Lio/swagger/codegen/config/CodegenConfigurator;		io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Constructor	public	io.swagger.models.auth.BasicAuthDefinition::io.swagger.models.auth.BasicAuthDefinition()V		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::optionalVars	java.util.List<io.swagger.codegen.CodegenProperty>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Operation::getResponsesObject()Lio/swagger/models/Responses;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.ModelImpl::getEnum()Ljava/util/List;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenProperty::hasMore	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Response::getExamples()Ljava/util/Map;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.properties.AbstractNumericProperty::getMinimum()Ljava/math/BigDecimal;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::isArrayModel	boolean	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.Response::getDescription()Ljava/lang/String;		io.swagger:swagger-models:1.6.3
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenModel::allowableValues	java.util.Map<java.lang.String, java.lang.Object>	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.models.ModelImpl::getAllowEmptyValue()Ljava/lang/Boolean;		io.swagger:swagger-models:1.6.3
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.1	java.lang.reflect.Method	public	io.swagger.codegen.config.CodegenConfigurator::setInstantiationTypes(Ljava/util/Map;)Lio/swagger/codegen/config/CodegenConfigurator;		io.swagger:swagger-codegen:2.4.24-SNAPSHOT
com.samskivert.mustache.DefaultCollector::getField(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Field;	com.samskivert:jmustache:1.12	java.lang.reflect.Field	public	io.swagger.codegen.CodegenOperation::operationId	java.lang.String	io.swagger:swagger-codegen:2.4.24-SNAPSHOT
