Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.antlr.v4.runtime.Lexer::getCharPositionInLine()I,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,org.seimicrawler.xpath.antlr.XpathLexer::getInterpreter()Lorg/antlr/v4/runtime/atn/ATNSimulator;,JsoupXpath-2.4.3,660
com.tngtech.java.junit.dataprovider.DataProviderRunner::findDataProviderLocation(Lcom/tngtech/java/junit/dataprovider/UseDataProvider;)Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,com.tngtech.java.junit.dataprovider.UseDataProvider::location()[Ljava/lang/Class;,com.sun.proxy.$Proxy18::location()[Ljava/lang/Class;,com.sun.proxy,2
org.junit.runners.BlockJUnit4ClassRunner::withPotentialTimeout(Lorg/junit/runners/model/FrameworkMethod;Ljava/lang/Object;Lorg/junit/runners/model/Statement;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,com.tngtech.java.junit.dataprovider.DataProviderFrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,junit-dataprovider-1.10.2,17
org.jsoup.helper.ChangeNotifyingArrayList::add(Ljava/lang/Object;)Z,jsoup-1.13.1,org.jsoup.helper.ChangeNotifyingArrayList::onContentsChanged()V,org.jsoup.nodes.Node$NodeList::onContentsChanged()V,jsoup-1.10.3,120154
org.junit.runners.BlockJUnit4ClassRunner::validateFields(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.core.axis.ParentSelector::apply(Lorg/jsoup/select/Elements;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.select.Elements::addAll(Ljava/util/Collection;)Z,org.jsoup.select.Elements::addAll(Ljava/util/Collection;)Z,jsoup-1.13.1,1
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$RelationalExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,120
org.seimicrawler.xpath.core.XpathProcessor::visitStep(Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::nodeName()Ljava/lang/String;,org.jsoup.nodes.Element::nodeName()Ljava/lang/String;,jsoup-1.13.1,2822
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$RelativeLocationPathContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,92
org.seimicrawler.xpath.core.node.Text$1::head(Lorg/jsoup/nodes/Node;I)V,JsoupXpath-2.4.3,org.jsoup.nodes.Element::text(Ljava/lang/String;)Lorg/jsoup/nodes/Element;,org.jsoup.nodes.Element::text(Ljava/lang/String;)Lorg/jsoup/nodes/Element;,jsoup-1.13.1,137
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$PredicateContext::setAltNumber(I)V,JsoupXpath-2.4.3,53
ch.qos.logback.core.spi.ContextAwareBase::addStatus(Lch/qos/logback/core/status/Status;)V,logback-core-1.2.3,ch.qos.logback.core.Context::getStatusManager()Lch/qos/logback/core/status/StatusManager;,ch.qos.logback.classic.LoggerContext::getStatusManager()Lch/qos/logback/core/status/StatusManager;,logback-classic-1.2.3,1
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$MainContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChild(I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$QNameContext::getChild(I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,7468
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChildCount()I,org.seimicrawler.xpath.antlr.XpathParser$AbbreviatedStepContext::getChildCount()I,JsoupXpath-2.4.3,240
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$NCNameContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,129
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$UnaryExprNoRootContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,1
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$UnionExprNoRootContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,1
ch.qos.logback.classic.util.ContextInitializer::autoConfig()V,logback-classic-1.2.3,ch.qos.logback.core.util.StatusListenerConfigHelper::installIfAsked(Lch/qos/logback/core/Context;)V,ch.qos.logback.core.util.StatusListenerConfigHelper::installIfAsked(Lch/qos/logback/core/Context;)V,logback-core-1.2.3,1
org.seimicrawler.xpath.antlr.XpathParser::unaryExprNoRoot()Lorg/seimicrawler/xpath/antlr/XpathParser$UnaryExprNoRootContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,123
org.seimicrawler.xpath.core.node.Text::call(Lorg/seimicrawler/xpath/core/Scope;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::nodeName()Ljava/lang/String;,org.jsoup.nodes.Element::nodeName()Ljava/lang/String;,jsoup-1.13.1,43
org.antlr.v4.runtime.atn.LexerSkipAction::execute(Lorg/antlr/v4/runtime/Lexer;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::skip()V,org.seimicrawler.xpath.antlr.XpathLexer::skip()V,JsoupXpath-2.4.3,2
ch.qos.logback.classic.spi.LoggingEvent::getFormattedMessage()Ljava/lang/String;,logback-classic-1.2.3,org.slf4j.helpers.MessageFormatter::arrayFormat(Ljava/lang/String;[Ljava/lang/Object;)Lorg/slf4j/helpers/FormattingTuple;,org.slf4j.helpers.MessageFormatter::arrayFormat(Ljava/lang/String;[Ljava/lang/Object;)Lorg/slf4j/helpers/FormattingTuple;,slf4j-api-1.7.25,32
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$FilterExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,60
org.junit.runners.BlockJUnit4ClassRunner::validateMethods(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::getTestClass()Lorg/junit/runners/model/TestClass;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getTestClass()Lorg/junit/runners/model/TestClass;,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.antlr.XpathParser::step()Lorg/seimicrawler/xpath/antlr/XpathParser$StepContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,363
org.seimicrawler.xpath.antlr.XpathParser::axisSpecifier()Lorg/seimicrawler/xpath/antlr/XpathParser$AxisSpecifierContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,150
org.seimicrawler.xpath.util.CommonUtil::sameTagElNums(Lorg/jsoup/nodes/Element;Lorg/seimicrawler/xpath/core/Scope;)I,JsoupXpath-2.4.3,org.jsoup.nodes.Element::parent()Lorg/jsoup/nodes/Element;,org.jsoup.nodes.Element::parent()Lorg/jsoup/nodes/Element;,jsoup-1.13.1,16
com.tngtech.java.junit.dataprovider.DataProviderRunner::validateTestMethods(Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,junit-4.12,1
org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/nodes/Node;)V,jsoup-1.13.1,org.jsoup.select.NodeVisitor::head(Lorg/jsoup/nodes/Node;I)V,org.seimicrawler.xpath.core.node.Text$1::head(Lorg/jsoup/nodes/Node;I)V,JsoupXpath-2.4.3,264
ch.qos.logback.classic.BasicConfigurator::configure(Lch/qos/logback/classic/LoggerContext;)V,logback-classic-1.2.3,ch.qos.logback.core.encoder.LayoutWrappingEncoder::setContext(Lch/qos/logback/core/Context;)V,ch.qos.logback.core.encoder.LayoutWrappingEncoder::setContext(Lch/qos/logback/core/Context;)V,logback-core-1.2.3,1
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getCurrentToken()Lorg/antlr/v4/runtime/Token;,org.seimicrawler.xpath.antlr.XpathParser::getCurrentToken()Lorg/antlr/v4/runtime/Token;,JsoupXpath-2.4.3,598
org.jsoup.nodes.Entities::escape(Ljava/lang/Appendable;Ljava/lang/String;Lorg/jsoup/nodes/Document$OutputSettings;ZZZ)V,jsoup-1.13.1,org.jsoup.helper.StringUtil::isWhitespace(I)Z,org.jsoup.helper.StringUtil::isWhitespace(I)Z,jsoup-1.10.3,5
org.junit.runners.ParentRunner::run(Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.ParentRunner::getDescription()Lorg/junit/runner/Description;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getDescription()Lorg/junit/runner/Description;,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.antlr.XpathParser::unionExprNoRoot()Lorg/seimicrawler/xpath/antlr/XpathParser$UnionExprNoRootContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.atn.ParserATNSimulator::adaptivePredict(Lorg/antlr/v4/runtime/TokenStream;ILorg/antlr/v4/runtime/ParserRuleContext;)I,org.antlr.v4.runtime.atn.ParserATNSimulator::adaptivePredict(Lorg/antlr/v4/runtime/TokenStream;ILorg/antlr/v4/runtime/ParserRuleContext;)I,antlr4-runtime-4.7.2,124
org.junit.runners.BlockJUnit4ClassRunner::isIgnored(Ljava/lang/Object;)Z,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::isIgnored(Lorg/junit/runners/model/FrameworkMethod;)Z,com.tngtech.java.junit.dataprovider.DataProviderRunner::isIgnored(Lorg/junit/runners/model/FrameworkMethod;)Z,junit-dataprovider-1.10.2,1
org.slf4j.LoggerFactory::getILoggerFactory()Lorg/slf4j/ILoggerFactory;,slf4j-api-1.7.25,org.slf4j.impl.StaticLoggerBinder::getSingleton()Lorg/slf4j/impl/StaticLoggerBinder;,org.slf4j.impl.StaticLoggerBinder::getSingleton()Lorg/slf4j/impl/StaticLoggerBinder;,logback-classic-1.2.3,62
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$AndExprContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,95
org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$EqualityExprContext::addAnyChild(Lorg/antlr/v4/runtime/tree/ParseTree;)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,21
com.tngtech.java.junit.dataprovider.DataProviderRunner::validateTestMethods(Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.TestClass::getAnnotatedMethods(Ljava/lang/Class;)Ljava/util/List;,org.junit.runners.model.TestClass::getAnnotatedMethods(Ljava/lang/Class;)Ljava/util/List;,junit-4.12,2
ch.qos.logback.classic.BasicConfigurator::configure(Lch/qos/logback/classic/LoggerContext;)V,logback-classic-1.2.3,ch.qos.logback.core.encoder.LayoutWrappingEncoder::setLayout(Lch/qos/logback/core/Layout;)V,ch.qos.logback.core.encoder.LayoutWrappingEncoder::setLayout(Lch/qos/logback/core/Layout;)V,logback-core-1.2.3,1
org.junit.runners.BlockJUnit4ClassRunner::isIgnored(Lorg/junit/runners/model/FrameworkMethod;)Z,junit-4.12,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,com.tngtech.java.junit.dataprovider.DataProviderFrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,junit-dataprovider-1.10.2,18
org.antlr.v4.runtime.Lexer::nextToken()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Lexer::emitEOF()Lorg/antlr/v4/runtime/Token;,org.seimicrawler.xpath.antlr.XpathLexer::emitEOF()Lorg/antlr/v4/runtime/Token;,JsoupXpath-2.4.3,31
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,org.seimicrawler.xpath.antlr.XpathParser$NodeTestContext::addChild(Lorg/antlr/v4/runtime/tree/TerminalNode;)Lorg/antlr/v4/runtime/tree/TerminalNode;,JsoupXpath-2.4.3,87
org.jsoup.parser.HtmlTreeBuilderState$13::process(Lorg/jsoup/parser/Token;Lorg/jsoup/parser/HtmlTreeBuilder;)Z,jsoup-1.13.1,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,org.jsoup.helper.StringUtil::in(Ljava/lang/String;[Ljava/lang/String;)Z,jsoup-1.10.3,54
org.seimicrawler.xpath.core.XValue::asBoolean()Ljava/lang/Boolean;,JsoupXpath-2.4.3,org.apache.commons.lang3.StringUtils::isBlank(Ljava/lang/CharSequence;)Z,org.apache.commons.lang3.StringUtils::isBlank(Ljava/lang/CharSequence;)Z,commons-lang3-3.3.2,5
org.seimicrawler.xpath.core.node.Text$1::head(Lorg/jsoup/nodes/Node;I)V,JsoupXpath-2.4.3,org.jsoup.nodes.TextNode::parent()Lorg/jsoup/nodes/Node;,org.jsoup.nodes.TextNode::parent()Lorg/jsoup/nodes/Node;,jsoup-1.13.1,274
org.slf4j.LoggerFactory::getLogger(Ljava/lang/String;)Lorg/slf4j/Logger;,slf4j-api-1.7.25,org.slf4j.ILoggerFactory::getLogger(Ljava/lang/String;)Lorg/slf4j/Logger;,ch.qos.logback.classic.LoggerContext::getLogger(Ljava/lang/String;)Lorg/slf4j/Logger;,logback-classic-1.2.3,62
org.antlr.v4.runtime.Parser::consume()Lorg/antlr/v4/runtime/Token;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getInputStream()Lorg/antlr/v4/runtime/TokenStream;,org.seimicrawler.xpath.antlr.XpathParser::getInputStream()Lorg/antlr/v4/runtime/TokenStream;,JsoupXpath-2.4.3,598
org.junit.runners.ParentRunner::classBlock(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,junit-4.12,org.junit.runners.ParentRunner::childrenInvoker(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,com.tngtech.java.junit.dataprovider.DataProviderRunner::childrenInvoker(Lorg/junit/runner/notification/RunNotifier;)Lorg/junit/runners/model/Statement;,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$AdditiveExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,13252
org.seimicrawler.xpath.JXNode::asString()Ljava/lang/String;,JsoupXpath-2.4.3,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,org.jsoup.nodes.Element::tagName()Ljava/lang/String;,jsoup-1.13.1,62
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$PrimaryExprContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,6315
org.junit.runners.ParentRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.ParentRunner::validateClassRules(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validateClassRules(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.core.XpathProcessor::visitRelativeLocationPath(Lorg/seimicrawler/xpath/antlr/XpathParser$RelativeLocationPathContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.antlr.v4.runtime.tree.ParseTree::getText()Ljava/lang/String;,org.antlr.v4.runtime.tree.TerminalNodeImpl::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,716
org.antlr.v4.runtime.Parser::setInputStream(Lorg/antlr/v4/runtime/IntStream;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::setTokenStream(Lorg/antlr/v4/runtime/TokenStream;)V,org.seimicrawler.xpath.antlr.XpathParser::setTokenStream(Lorg/antlr/v4/runtime/TokenStream;)V,JsoupXpath-2.4.3,31
org.junit.runners.BlockJUnit4ClassRunner::collectInitializationErrors(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::validateInstanceMethods(Ljava/util/List;)V,com.tngtech.java.junit.dataprovider.DataProviderRunner::validateInstanceMethods(Ljava/util/List;)V,junit-dataprovider-1.10.2,1
org.antlr.v4.runtime.DefaultErrorStrategy::sync(Lorg/antlr/v4/runtime/Parser;)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.Parser::getState()I,org.seimicrawler.xpath.antlr.XpathParser::getState()I,JsoupXpath-2.4.3,2994
org.antlr.v4.runtime.tree.AbstractParseTreeVisitor::visit(Lorg/antlr/v4/runtime/tree/ParseTree;)Ljava/lang/Object;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,org.seimicrawler.xpath.antlr.XpathParser$RelativeLocationPathContext::accept(Lorg/antlr/v4/runtime/tree/ParseTreeVisitor;)Ljava/lang/Object;,JsoupXpath-2.4.3,7058
org.antlr.v4.runtime.ParserRuleContext::getRuleContext(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/ParserRuleContext;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$PathExprNoRootContext::getChild(Ljava/lang/Class;I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,33804
com.tngtech.java.junit.dataprovider.internal.TestGenerator::generateExplodedTestMethodsFor(Lorg/junit/runners/model/FrameworkMethod;Lorg/junit/runners/model/FrameworkMethod;)Ljava/util/List;,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,org.junit.runners.model.FrameworkMethod::getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;,junit-4.12,12
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.tree.ParseTree::getText()Ljava/lang/String;,org.seimicrawler.xpath.antlr.XpathParser$QNameContext::getText()Ljava/lang/String;,JsoupXpath-2.4.3,7468
org.junit.runners.BlockJUnit4ClassRunner::validateOnlyOneConstructor(Ljava/util/List;)V,junit-4.12,org.junit.runners.BlockJUnit4ClassRunner::hasOneConstructor()Z,com.tngtech.java.junit.dataprovider.DataProviderRunner::hasOneConstructor()Z,junit-dataprovider-1.10.2,1
org.seimicrawler.xpath.core.XpathProcessor::visitPredicate(Lorg/seimicrawler/xpath/antlr/XpathParser$PredicateContext;)Lorg/seimicrawler/xpath/core/XValue;,JsoupXpath-2.4.3,org.apache.commons.lang3.StringUtils::isNotBlank(Ljava/lang/CharSequence;)Z,org.apache.commons.lang3.StringUtils::isNotBlank(Ljava/lang/CharSequence;)Z,commons-lang3-3.3.2,1323
com.tngtech.java.junit.dataprovider.internal.TestValidator::validateTestMethod(Lorg/junit/runners/model/FrameworkMethod;Ljava/util/List;)V,junit-dataprovider-1.10.2,org.junit.runners.model.FrameworkMethod::validatePublicVoidNoArg(ZLjava/util/List;)V,org.junit.runners.model.FrameworkMethod::validatePublicVoidNoArg(ZLjava/util/List;)V,junit-4.12,8
org.seimicrawler.xpath.antlr.XpathParser::functionCall()Lorg/seimicrawler/xpath/antlr/XpathParser$FunctionCallContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,19
org.junit.runners.ParentRunner::runChildren(Lorg/junit/runner/notification/RunNotifier;)V,junit-4.12,org.junit.runners.ParentRunner::getFilteredChildren()Ljava/util/Collection;,com.tngtech.java.junit.dataprovider.DataProviderRunner::getFilteredChildren()Ljava/util/Collection;,junit-dataprovider-1.10.2,1
ch.qos.logback.core.encoder.LayoutWrappingEncoder::encode(Ljava/lang/Object;)[B,logback-core-1.2.3,ch.qos.logback.core.Layout::doLayout(Ljava/lang/Object;)Ljava/lang/String;,ch.qos.logback.classic.layout.TTLLLayout::doLayout(Ljava/lang/Object;)Ljava/lang/String;,logback-classic-1.2.3,487
org.antlr.v4.runtime.Parser::addContextToParseTree()V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,org.seimicrawler.xpath.antlr.XpathParser$RelativeLocationPathContext::addChild(Lorg/antlr/v4/runtime/RuleContext;)Lorg/antlr/v4/runtime/RuleContext;,JsoupXpath-2.4.3,156
org.junit.runner.notification.SynchronizedRunListener::testFinished(Lorg/junit/runner/Description;)V,junit-4.12,org.junit.runner.notification.RunListener::testFinished(Lorg/junit/runner/Description;)V,org.apache.maven.surefire.common.junit4.JUnit4RunListener::testFinished(Lorg/junit/runner/Description;)V,org.apache.maven.surefire.common.junit4,36
org.seimicrawler.xpath.antlr.XpathParser::multiplicativeExpr()Lorg/seimicrawler/xpath/antlr/XpathParser$MultiplicativeExprContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,127
org.antlr.v4.runtime.Parser::enterOuterAlt(Lorg/antlr/v4/runtime/ParserRuleContext;I)V,antlr4-runtime-4.7.2,org.antlr.v4.runtime.ParserRuleContext::setAltNumber(I)V,org.seimicrawler.xpath.antlr.XpathParser$OrExprContext::setAltNumber(I)V,JsoupXpath-2.4.3,95
org.antlr.v4.runtime.RuleContext::getText()Ljava/lang/String;,antlr4-runtime-4.7.2,org.antlr.v4.runtime.RuleContext::getChild(I)Lorg/antlr/v4/runtime/tree/ParseTree;,org.seimicrawler.xpath.antlr.XpathParser$AxisSpecifierContext::getChild(I)Lorg/antlr/v4/runtime/tree/ParseTree;,JsoupXpath-2.4.3,6829
org.seimicrawler.xpath.core.XValue::asString()Ljava/lang/String;,JsoupXpath-2.4.3,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,org.jsoup.select.Elements::iterator()Ljava/util/Iterator;,jsoup-1.13.1,123
org.seimicrawler.xpath.antlr.XpathParser::pathExprNoRoot()Lorg/seimicrawler/xpath/antlr/XpathParser$PathExprNoRootContext;,JsoupXpath-2.4.3,org.antlr.v4.runtime.TokenStream::LA(I)I,org.antlr.v4.runtime.CommonTokenStream::LA(I)I,antlr4-runtime-4.7.2,60
