Caller Method,Caller Library,Virtual Callee Method,Actual Callee Method,Callee Library,Count
org.eclipse.jetty.io.ManagedSelector::doStart()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::newSelector()Ljava/nio/channels/Selector;,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::newSelector()Ljava/nio/channels/Selector;,jetty-server-9.4.26.v20200117,4
org.eclipse.jetty.io.WriteFlusher::flush([Ljava/nio/ByteBuffer;)[Ljava/nio/ByteBuffer;,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,61
org.eclipse.jetty.server.HttpChannelOverHttp::parsedHeader(Lorg/eclipse/jetty/http/HttpField;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HostPortHttpField::getHost()Ljava/lang/String;,org.eclipse.jetty.http.HostPortHttpField::getHost()Ljava/lang/String;,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.Response::addCookie(Ljavax/servlet/http/Cookie;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpCookie::isHttpOnlyInComment(Ljava/lang/String;)Z,org.eclipse.jetty.http.HttpCookie::isHttpOnlyInComment(Ljava/lang/String;)Z,jetty-http-9.4.26.v20200117,2
org.eclipse.jetty.server.Response::addCookie(Lorg/eclipse/jetty/http/HttpCookie;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::put(Lorg/eclipse/jetty/http/HttpField;)V,org.eclipse.jetty.http.HttpFields::put(Lorg/eclipse/jetty/http/HttpField;)V,jetty-http-9.4.26.v20200117,2
org.eclipse.jetty.util.component.ContainerLifeCycle::updateBean(Ljava/lang/Object;Ljava/lang/Object;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;)Z,org.eclipse.jetty.server.Server::addBean(Ljava/lang/Object;)Z,jetty-server-9.4.26.v20200117,1
javax.servlet.GenericServlet::init(Ljavax/servlet/ServletConfig;)V,javax.servlet-api-3.1.0,javax.servlet.GenericServlet::init()V,org.jsoup.integration.servlets.InterruptedServlet::init()V,org.jsoup.integration.servlets,1
org.eclipse.jetty.io.ChannelEndPoint::fill(Ljava/nio/ByteBuffer;)I,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::flipToFill(Ljava/nio/ByteBuffer;)I,org.eclipse.jetty.util.BufferUtil::flipToFill(Ljava/nio/ByteBuffer;)I,jetty-util-9.4.26.v20200117,147
javax.servlet.GenericServlet::init(Ljavax/servlet/ServletConfig;)V,javax.servlet-api-3.1.0,javax.servlet.GenericServlet::init()V,org.jsoup.integration.servlets.EchoServlet::init()V,org.jsoup.integration.servlets,1
org.eclipse.jetty.io.ManagedSelector::wakeup()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,3
org.eclipse.jetty.io.ManagedSelector$DestroyEndPoint::run()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::connectionClosed(Lorg/eclipse/jetty/io/Connection;)V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::connectionClosed(Lorg/eclipse/jetty/io/Connection;)V,jetty-server-9.4.26.v20200117,3
org.eclipse.jetty.server.Response::addCookie(Ljavax/servlet/http/Cookie;)V,jetty-server-9.4.26.v20200117,javax.servlet.http.Cookie::isHttpOnly()Z,javax.servlet.http.Cookie::isHttpOnly()Z,javax.servlet-api-3.1.0,2
org.eclipse.jetty.server.AbstractConnector::doStart()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::info(Ljava/lang/String;[Ljava/lang/Object;)V,org.eclipse.jetty.util.log.StdErrLog::info(Ljava/lang/String;[Ljava/lang/Object;)V,jetty-util-9.4.26.v20200117,1
javax.servlet.http.HttpServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,javax.servlet-api-3.1.0,javax.servlet.http.HttpServlet::doPost(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets.EchoServlet::doPost(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets,8
org.eclipse.jetty.server.Response::setContentType(Ljava/lang/String;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MimeTypes$Type::isCharsetAssumed()Z,org.eclipse.jetty.http.MimeTypes$Type::isCharsetAssumed()Z,jetty-http-9.4.26.v20200117,26
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::contains(Ljava/lang/Object;)Z,org.eclipse.jetty.server.Server::contains(Ljava/lang/Object;)Z,jetty-server-9.4.26.v20200117,5
org.eclipse.jetty.server.HttpConnection::onFillable()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,66
javax.servlet.http.HttpServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,javax.servlet-api-3.1.0,javax.servlet.http.HttpServlet::doGet(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets.EchoServlet::doGet(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets,12
org.eclipse.jetty.util.component.ContainerLifeCycle::setStopTimeout(J)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopTimeout(J)V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::setStopTimeout(J)V,jetty-server-9.4.26.v20200117,3
org.eclipse.jetty.server.handler.AbstractHandler::doStop()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,3
org.eclipse.jetty.server.HttpChannel::onRequest(Lorg/eclipse/jetty/http/MetaData$Request;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::setTrailerSupplier(Ljava/util/function/Supplier;)V,org.eclipse.jetty.http.MetaData$Request::setTrailerSupplier(Ljava/util/function/Supplier;)V,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpConnection::fillRequestBuffer()I,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpParser::atEOF()V,org.eclipse.jetty.http.HttpParser::atEOF()V,jetty-http-9.4.26.v20200117,2
org.eclipse.jetty.util.IteratingCallback::processing()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.IteratingCallback::onCompleteSuccess()V,org.eclipse.jetty.server.HttpConnection$SendCallback::onCompleteSuccess()V,jetty-server-9.4.26.v20200117,62
org.eclipse.jetty.http.HttpGenerator::completing(Ljava/nio/ByteBuffer;Ljava/nio/ByteBuffer;)Lorg/eclipse/jetty/http/HttpGenerator$Result;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::clearToFill(Ljava/nio/ByteBuffer;)V,org.eclipse.jetty.util.BufferUtil::clearToFill(Ljava/nio/ByteBuffer;)V,jetty-util-9.4.26.v20200117,5
org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/select/NodeVisitor;Lorg/jsoup/nodes/Node;)V,jsoup-1.13.1,org.jsoup.select.NodeVisitor::head(Lorg/jsoup/nodes/Node;I)V,org.jsoup.nodes.NodeTest$1::head(Lorg/jsoup/nodes/Node;I)V,org.jsoup.nodes,3
org.eclipse.jetty.server.Utf8HttpWriter::write([CII)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.ByteArrayOutputStream2::writeTo(Ljava/io/OutputStream;)V,org.eclipse.jetty.util.ByteArrayOutputStream2::writeTo(Ljava/io/OutputStream;)V,jetty-util-9.4.26.v20200117,648
org.eclipse.jetty.util.component.AbstractLifeCycle::stop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopping()V,org.eclipse.jetty.io.ManagedSelector::setStopping()V,jetty-io-9.4.26.v20200117,4
org.eclipse.jetty.server.HttpChannel::onRequest(Lorg/eclipse/jetty/http/MetaData$Request;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::contains(Lorg/eclipse/jetty/http/HttpHeader;)Z,org.eclipse.jetty.http.HttpFields::contains(Lorg/eclipse/jetty/http/HttpHeader;)Z,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.io.SelectorManager::defaultSelectors(Ljava/util/concurrent/Executor;)I,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.thread.ThreadPool$SizedThreadPool::getMaxThreads()I,org.eclipse.jetty.util.thread.QueuedThreadPool::getMaxThreads()I,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpInput::addContent(Lorg/eclipse/jetty/server/HttpInput$Content;)Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,71
org.eclipse.jetty.servlet.ServletHandler::doHandle(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.server.Request::getUserIdentityScope()Lorg/eclipse/jetty/server/UserIdentity$Scope;,org.eclipse.jetty.server.Request::getUserIdentityScope()Lorg/eclipse/jetty/server/UserIdentity$Scope;,jetty-server-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpOutput::onWriteComplete(ZLjava/lang/Throwable;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,124
org.eclipse.jetty.http.pathmap.PathMappings::getMatch(Ljava/lang/String;)Lorg/eclipse/jetty/http/pathmap/MappedResource;,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.Trie::getBest(Ljava/lang/String;II)Ljava/lang/Object;,org.eclipse.jetty.util.ArrayTernaryTrie::getBest(Ljava/lang/String;II)Ljava/lang/Object;,jetty-util-9.4.26.v20200117,56
org.eclipse.jetty.server.Request::getContentType()Ljava/lang/String;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::get(Lorg/eclipse/jetty/http/HttpHeader;)Ljava/lang/String;,org.eclipse.jetty.http.HttpFields::get(Lorg/eclipse/jetty/http/HttpHeader;)Ljava/lang/String;,jetty-http-9.4.26.v20200117,65
org.eclipse.jetty.io.FillInterest::onClose()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,3
org.eclipse.jetty.servlet.ServletHolder::handle(Lorg/eclipse/jetty/server/Request;Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,jetty-servlet-9.4.26.v20200117,javax.servlet.Servlet::service(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,org.jsoup.integration.servlets.RedirectServlet::service(Ljavax/servlet/ServletRequest;Ljavax/servlet/ServletResponse;)V,org.jsoup.integration.servlets,25
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,org.eclipse.jetty.server.ServerConnector::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.io.SelectorManager::doStart()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.thread.ThreadPoolBudget::leaseFrom(Ljava/util/concurrent/Executor;Ljava/lang/Object;I)Lorg/eclipse/jetty/util/thread/ThreadPoolBudget$Lease;,org.eclipse.jetty.util.thread.ThreadPoolBudget::leaseFrom(Ljava/util/concurrent/Executor;Ljava/lang/Object;I)Lorg/eclipse/jetty/util/thread/ThreadPoolBudget$Lease;,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::isRunning()Z,org.eclipse.jetty.server.ServerConnector::isRunning()Z,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Response::setContentType(Ljava/lang/String;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.Trie::get(Ljava/lang/String;)Ljava/lang/Object;,org.eclipse.jetty.util.ArrayTrie::get(Ljava/lang/String;)Ljava/lang/Object;,jetty-util-9.4.26.v20200117,31
org.eclipse.jetty.server.HttpChannel::onRequestComplete()Z,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,55
org.eclipse.jetty.server.Request::getHeaderNames()Ljava/util/Enumeration;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::getFieldNames()Ljava/util/Enumeration;,org.eclipse.jetty.http.HttpFields::getFieldNames()Ljava/util/Enumeration;,jetty-http-9.4.26.v20200117,21
javax.servlet.GenericServlet::init(Ljavax/servlet/ServletConfig;)V,javax.servlet-api-3.1.0,javax.servlet.GenericServlet::init()V,org.jsoup.integration.servlets.FileServlet::init()V,org.jsoup.integration.servlets,1
org.eclipse.jetty.io.SelectorManager::doStart()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::getExecutor()Ljava/util/concurrent/Executor;,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::getExecutor()Ljava/util/concurrent/Executor;,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::contains(Ljava/lang/Object;)Z,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::contains(Ljava/lang/Object;)Z,jetty-server-9.4.26.v20200117,4
org.jsoup.select.NodeTraversor::traverse(Lorg/jsoup/select/NodeVisitor;Lorg/jsoup/nodes/Node;)V,jsoup-1.13.1,org.jsoup.select.NodeVisitor::head(Lorg/jsoup/nodes/Node;I)V,org.jsoup.select.ElementsTest$1::head(Lorg/jsoup/nodes/Node;I)V,org.jsoup.select,5
org.eclipse.jetty.servlet.ServletHandler::doScope(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,org.eclipse.jetty.server.Request::setPathInfo(Ljava/lang/String;)V,org.eclipse.jetty.server.Request::setPathInfo(Ljava/lang/String;)V,jetty-server-9.4.26.v20200117,112
org.eclipse.jetty.util.component.ContainerLifeCycle::doStop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::doStop()V,org.eclipse.jetty.server.Server::doStop()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.servlet.ServletHandler::doScope(Ljava/lang/String;Lorg/eclipse/jetty/server/Request;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,jetty-servlet-9.4.26.v20200117,javax.servlet.DispatcherType::equals(Ljava/lang/Object;)Z,javax.servlet.DispatcherType::equals(Ljava/lang/Object;)Z,javax.servlet-api-3.1.0,112
org.eclipse.jetty.http.DateGenerator::doFormatCookieDate(Ljava/lang/StringBuilder;J)V,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.StringUtil::append2digits(Ljava/lang/StringBuilder;I)V,org.eclipse.jetty.util.StringUtil::append2digits(Ljava/lang/StringBuilder;I)V,jetty-util-9.4.26.v20200117,6
org.eclipse.jetty.server.Request::getParts(Lorg/eclipse/jetty/util/MultiMap;)Ljava/util/Collection;,jetty-server-9.4.26.v20200117,javax.servlet.http.Part::getName()Ljava/lang/String;,org.eclipse.jetty.util.MultiPartInputStreamParser$MultiPart::getName()Ljava/lang/String;,jetty-util-9.4.26.v20200117,5
org.eclipse.jetty.util.component.AbstractLifeCycle::stop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopped()V,org.eclipse.jetty.io.ManagedSelector::setStopped()V,jetty-io-9.4.26.v20200117,4
org.eclipse.jetty.server.handler.AbstractHandlerContainer::setServer(Lorg/eclipse/jetty/server/Server;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.server.handler.AbstractHandler::setServer(Lorg/eclipse/jetty/server/Server;)V,org.eclipse.jetty.servlet.ServletHandler::setServer(Lorg/eclipse/jetty/server/Server;)V,jetty-servlet-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::doStop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::doStop()V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::doStop()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.Server::doStart()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.MultiException::size()I,org.eclipse.jetty.util.MultiException::size()I,jetty-util-9.4.26.v20200117,1
javax.servlet.http.HttpServlet::service(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,javax.servlet-api-3.1.0,javax.servlet.http.HttpServlet::doGet(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets.Deflateservlet::doGet(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,org.jsoup.integration.servlets,1
org.eclipse.jetty.io.SelectorManager::doStart()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::addBean(Ljava/lang/Object;)Z,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::addBean(Ljava/lang/Object;)Z,jetty-server-9.4.26.v20200117,4
org.eclipse.jetty.server.HttpOutput::onWriteComplete(ZLjava/lang/Throwable;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.Callback::failed(Ljava/lang/Throwable;)V,org.eclipse.jetty.util.Callback$4::failed(Ljava/lang/Throwable;)V,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.util.component.ContainerLifeCycle::start(Lorg/eclipse/jetty/util/component/LifeCycle;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.LifeCycle::start()V,org.eclipse.jetty.servlet.ServletHandler::start()V,jetty-servlet-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpConnection::onFillable()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.io.EndPoint::shutdownOutput()V,org.eclipse.jetty.io.SocketChannelEndPoint::shutdownOutput()V,jetty-io-9.4.26.v20200117,2
org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::getStopTimeout()J,org.eclipse.jetty.server.Server::getStopTimeout()J,jetty-server-9.4.26.v20200117,5
org.eclipse.jetty.io.ManagedSelector$CloseConnections::update(Ljava/nio/channels/Selector;)V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,4
org.eclipse.jetty.util.component.ContainerLifeCycle::doStop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::doStop()V,org.eclipse.jetty.servlet.ServletHandler::doStop()V,jetty-servlet-9.4.26.v20200117,1
org.eclipse.jetty.util.component.AbstractLifeCycle::stop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopped()V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::setStopped()V,jetty-server-9.4.26.v20200117,1
org.jsoup.select.NodeTraversor::filter(Lorg/jsoup/select/NodeFilter;Lorg/jsoup/nodes/Node;)Lorg/jsoup/select/NodeFilter$FilterResult;,jsoup-1.13.1,org.jsoup.select.NodeFilter::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select.TraversorTest$3::head(Lorg/jsoup/nodes/Node;I)Lorg/jsoup/select/NodeFilter$FilterResult;,org.jsoup.select,4
org.eclipse.jetty.server.Request::setMethod(Ljava/lang/String;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::setMethod(Ljava/lang/String;)V,org.eclipse.jetty.http.MetaData$Request::setMethod(Ljava/lang/String;)V,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.HttpChannelOverHttp::recycle()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpFields::clear()V,org.eclipse.jetty.http.HttpFields::clear()V,jetty-http-9.4.26.v20200117,56
org.eclipse.jetty.server.AbstractConnector::interruptAcceptors()V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.util.thread.Locker::lock()Lorg/eclipse/jetty/util/thread/Locker$Lock;,org.eclipse.jetty.util.thread.Locker::lock()Lorg/eclipse/jetty/util/thread/Locker$Lock;,jetty-util-9.4.26.v20200117,1
org.eclipse.jetty.util.component.AbstractLifeCycle::stop()V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopping()V,org.eclipse.jetty.server.ServerConnector::setStopping()V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.server.HttpConnection::fillRequestBuffer()I,jetty-server-9.4.26.v20200117,org.eclipse.jetty.io.EndPoint::fill(Ljava/nio/ByteBuffer;)I,org.eclipse.jetty.io.SocketChannelEndPoint::fill(Ljava/nio/ByteBuffer;)I,jetty-io-9.4.26.v20200117,147
org.eclipse.jetty.server.Response::addCookie(Lorg/eclipse/jetty/http/HttpCookie;)V,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.HttpCookie::getName()Ljava/lang/String;,org.eclipse.jetty.http.HttpCookie::getName()Ljava/lang/String;,jetty-http-9.4.26.v20200117,2
org.junit.runners.BlockJUnit4ClassRunner::getExpectedException(Lorg/junit/Test;)Ljava/lang/Class;,junit-4.12,org.junit.Test::expected()Ljava/lang/Class;,com.sun.proxy.$Proxy6::expected()Ljava/lang/Class;,com.sun.proxy,828
org.eclipse.jetty.util.thread.Invocable::getInvocationType(Ljava/lang/Object;)Lorg/eclipse/jetty/util/thread/Invocable$InvocationType;,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.thread.Invocable::getInvocationType()Lorg/eclipse/jetty/util/thread/Invocable$InvocationType;,org.eclipse.jetty.io.AbstractConnection$ReadCallback::getInvocationType()Lorg/eclipse/jetty/util/thread/Invocable$InvocationType;,jetty-io-9.4.26.v20200117,33
org.junit.runners.BlockJUnit4ClassRunner::getTimeout(Lorg/junit/Test;)J,junit-4.12,org.junit.Test::timeout()J,com.sun.proxy.$Proxy6::timeout()J,com.sun.proxy,771
org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopTimeout(J)V,org.eclipse.jetty.server.ServerConnector::setStopTimeout(J)V,jetty-server-9.4.26.v20200117,1
org.eclipse.jetty.io.ManagedSelector$DestroyEndPoint::run()V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,3
org.eclipse.jetty.server.Request::getHttpFields()Lorg/eclipse/jetty/http/HttpFields;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.http.MetaData$Request::getFields()Lorg/eclipse/jetty/http/HttpFields;,org.eclipse.jetty.http.MetaData$Request::getFields()Lorg/eclipse/jetty/http/HttpFields;,jetty-http-9.4.26.v20200117,7
org.eclipse.jetty.http.HttpParser::parsedHeader()V,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.Trie::put(Ljava/lang/Object;)Z,org.eclipse.jetty.util.ArrayTernaryTrie::put(Ljava/lang/Object;)Z,jetty-util-9.4.26.v20200117,15
org.eclipse.jetty.util.component.ContainerLifeCycle::addBean(Ljava/lang/Object;Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Managed;)Z,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.ContainerLifeCycle::isStarted()Z,org.eclipse.jetty.server.Server::isStarted()Z,jetty-server-9.4.26.v20200117,3
org.eclipse.jetty.servlet.ServletHolder::destroyInstance(Ljava/lang/Object;)V,jetty-servlet-9.4.26.v20200117,javax.servlet.Servlet::destroy()V,org.jsoup.integration.servlets.HelloServlet::destroy()V,org.jsoup.integration.servlets,1
org.eclipse.jetty.util.component.ContainerLifeCycle::manage(Lorg/eclipse/jetty/util/component/ContainerLifeCycle$Bean;)V,jetty-util-9.4.26.v20200117,org.eclipse.jetty.util.component.AbstractLifeCycle::setStopTimeout(J)V,org.eclipse.jetty.io.ManagedSelector::setStopTimeout(J)V,jetty-io-9.4.26.v20200117,4
org.eclipse.jetty.http.HttpGenerator::putTo(Lorg/eclipse/jetty/http/HttpField;Ljava/nio/ByteBuffer;)V,jetty-http-9.4.26.v20200117,org.eclipse.jetty.util.BufferUtil::putCRLF(Ljava/nio/ByteBuffer;)V,org.eclipse.jetty.util.BufferUtil::putCRLF(Ljava/nio/ByteBuffer;)V,jetty-util-9.4.26.v20200117,31
org.eclipse.jetty.io.ChannelEndPoint::flush([Ljava/nio/ByteBuffer;)Z,jetty-io-9.4.26.v20200117,org.eclipse.jetty.util.log.Logger::isDebugEnabled()Z,org.eclipse.jetty.util.log.StdErrLog::isDebugEnabled()Z,jetty-util-9.4.26.v20200117,61
org.eclipse.jetty.server.HttpConnection::getRequestBuffer()Ljava/nio/ByteBuffer;,jetty-server-9.4.26.v20200117,org.eclipse.jetty.io.ByteBufferPool::acquire(IZ)Ljava/nio/ByteBuffer;,org.eclipse.jetty.io.ArrayByteBufferPool::acquire(IZ)Ljava/nio/ByteBuffer;,jetty-io-9.4.26.v20200117,105
org.eclipse.jetty.util.MultiPartInputStreamParser::parse()V,jetty-util-9.4.26.v20200117,javax.servlet.MultipartConfigElement::getLocation()Ljava/lang/String;,javax.servlet.MultipartConfigElement::getLocation()Ljava/lang/String;,javax.servlet-api-3.1.0,6
org.eclipse.jetty.io.ManagedSelector::endPointClosed(Lorg/eclipse/jetty/io/EndPoint;)V,jetty-io-9.4.26.v20200117,org.eclipse.jetty.io.SelectorManager::endPointClosed(Lorg/eclipse/jetty/io/EndPoint;)V,org.eclipse.jetty.server.ServerConnector$ServerConnectorManager::endPointClosed(Lorg/eclipse/jetty/io/EndPoint;)V,jetty-server-9.4.26.v20200117,3
