Caller Method	Caller Library	setAccessible Called On	Visibility	Callee Name	Field Signature	Callee Library
ognl.AccessibleObjectHandlerPreJDK9::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	ognl:ognl:3.1.26	java.lang.reflect.Method	public	org.thymeleaf.standard.expression.RestrictedRequestAccessUtils$RestrictedRequestWrapper::getQueryString()Ljava/lang/String;		org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT
ognl.AccessibleObjectHandlerPreJDK9::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	ognl:ognl:3.1.26	java.lang.reflect.Method	public	org.thymeleaf.context.WebEngineContext$ServletContextAttributesMap::size()I		org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT
ognl.AccessibleObjectHandlerPreJDK9::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	ognl:ognl:3.1.26	java.lang.reflect.Method	public	org.thymeleaf.context.WebEngineContext$ServletContextAttributesMap::size()I		org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT
ognl.AccessibleObjectHandlerPreJDK9::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	ognl:ognl:3.1.26	java.lang.reflect.Method	public	org.thymeleaf.standard.expression.RestrictedRequestAccessUtils$RestrictedRequestWrapper::getQueryString()Ljava/lang/String;		org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT
org.springframework.util.ReflectionUtils::makeAccessible(Ljava/lang/reflect/Method;)V	org.springframework:spring-core:5.1.0.RELEASE	java.lang.reflect.Method	public	org.thymeleaf.context.WebEngineContext$RequestParameterValues::toString()Ljava/lang/String;		org.thymeleaf:thymeleaf:3.0.12-SNAPSHOT
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.3	java.lang.reflect.Field	private	org.thymeleaf.inline.ScriptInlineTest$SomeObjectB::three	float	unknownLib
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.3	java.lang.reflect.Method	public	org.thymeleaf.templateengine.features.User::getNationality()Ljava/lang/String;		unknownLib
ognl.AccessibleObjectHandlerPreJDK9::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	ognl:ognl:3.1.26	java.lang.reflect.Field	public	org.thymeleaf.templateengine.features.expression.ExpBean1::value	java.lang.String	unknownLib
com.fasterxml.jackson.databind.util.ClassUtil::checkAndFixAccess(Ljava/lang/reflect/Member;Z)V	com.fasterxml.jackson.core:jackson-databind:2.11.3	java.lang.reflect.Method	public	org.thymeleaf.templateengine.features.User::getFirstName()Ljava/lang/String;		unknownLib
ognl.AccessibleObjectHandlerPreJDK9::setAccessible(Ljava/lang/reflect/AccessibleObject;Z)V	ognl:ognl:3.1.26	java.lang.reflect.Field	public	org.thymeleaf.templateengine.features.expression.ExpBean1::value	java.lang.String	unknownLib
